lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt,argumentSet
surgo,lilaLemma:126307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01970348-v"" target=""_blank"">01970348-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;subir, no que diz respeito a corpos celestes</small><br>","<small><small>lexemas:</small></small>&ensp;ascender, subir, nascer<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR1] ou [ACT,PAT] ou [ACT,DIR3]</small></small><br>"
surgo,lilaLemma:126307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01990694-v"" target=""_blank"">01990694-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;subir à superfície do ou levantar-se</small><br>,"<small><small>lexemas:</small></small>&ensp;emergir, surgir<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR3] ou [ACT,DIR1]</small></small><br>"
surgo,lilaLemma:126307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01974062-v"" target=""_blank"">01974062-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;levantar-se de um menor para uma posição mais elevada</small><br>,"<small><small>lexemas:</small></small>&ensp;alçar, elevar, erguer, levantar, subir<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT] ou [ACT,ORIG]</small></small><br>"
surgo,lilaLemma:126307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01968569-v"" target=""_blank"">01968569-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover para cima</small><br>,"<small><small>lexemas:</small></small>&ensp;ascender, subir, elevar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT] ou [ACT,DIR1,DIR3] ou [ACT,DIR1]</small></small><br>"
surgo,lilaLemma:126307,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01969216-v"" target=""_blank"">01969216-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;viajar, \Nós subiu a montanha\</small><br>","<small><small>lexemas:</small></small>&ensp;ascender, subir, levantar-se<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
sumo,lilaLemma:126707,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01982395-v"" target=""_blank"">01982395-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;ocupam, ou assumir</small><br>","<small><small>lexemas:</small></small>&ensp;assumir, bater, tomar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
sustineo,lilaLemma:127147,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01859221-v"" target=""_blank"">01859221-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;fazer parar</small><br>,"<small><small>lexemas:</small></small>&ensp;parar, deter<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,ADDR]</small></small><br>"
tango,lilaLemma:127620,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02020590-v"" target=""_blank"">02020590-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;chegar ao destino, real ou abstrato</small><br>","<small><small>lexemas:</small></small>&ensp;alcançar, chegar, atingir, conseguir, ganhar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT]</small></small><br>"
tendo,lilaLemma:127805,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02054989-v"" target=""_blank"">02054989-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;estender ou esticar-se para um maior ou o comprimento total</small><br>,"<small><small>lexemas:</small></small>&ensp;desdobrar, estender, esticar, despregar, puxar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,EXT] ou [ACT,LOC,PAT]</small></small><br>"
tendo,lilaLemma:127805,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01992503-v"" target=""_blank"">01992503-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;seguir em frente, também no sentido metafórico</small><br>",<small><small>lexemas:</small></small>&ensp;ganhar terreno<br>,"<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT] ou [ACT,PAT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
teneo,lilaLemma:127822,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02020590-v"" target=""_blank"">02020590-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;chegar ao destino, real ou abstrato</small><br>","<small><small>lexemas:</small></small>&ensp;alcançar, chegar, atingir, conseguir, ganhar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01982395-v"" target=""_blank"">01982395-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;ocupam, ou assumir</small><br>","<small><small>lexemas:</small></small>&ensp;assumir, bater, tomar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01974062-v"" target=""_blank"">01974062-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;levantar-se de um menor para uma posição mais elevada</small><br>,"<small><small>lexemas:</small></small>&ensp;alçar, elevar, erguer, levantar, subir<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR3] ou [ACT,DIR3] ou [ACT] ou [ACT,ORIG]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01976089-v"" target=""_blank"">01976089-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;leve e levante para cima</small><br>,<small><small>lexemas:</small></small>&ensp;erguer<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1] ou [ACT,PAT,DIR3]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01982866-v"" target=""_blank"">01982866-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;causa a levantar-se</small><br>,"<small><small>lexemas:</small></small>&ensp;erguer, levantar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01957107-v"" target=""_blank"">01957107-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;um passageiro ou um mochileiro uma carona</small><br>,"<small><small>lexemas:</small></small>&ensp;apanhar, buscar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
tollo,lilaLemma:128357,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01968569-v"" target=""_blank"">01968569-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover para cima</small><br>,"<small><small>lexemas:</small></small>&ensp;ascender, subir, elevar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT] ou [ACT,DIR1,DIR3] ou [ACT,DIR1]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02019574-v"" target=""_blank"">02019574-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;ultrapassar (limites ou barreiras)</small><br>,<small><small>lexemas:</small></small>&ensp;transgredir<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR1,DIR3]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01912159-v"" target=""_blank"">01912159-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;atravessar ou passar por cima</small><br>,"<small><small>lexemas:</small></small>&ensp;atravessar, cruzar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR2] ou [ACT]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02023396-v"" target=""_blank"">02023396-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;encontrar-se num ponto</small><br>,"<small><small>lexemas:</small></small>&ensp;cruzar-se, intersectar, se cruzar, cruzar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02051694-v"" target=""_blank"">02051694-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;seguir em frente</small><br>,"<small><small>lexemas:</small></small>&ensp;ir, passar de largo, passar, vistoriar<br>","<small><small>valências:&ensp;[ACT,DIR2] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02072849-v"" target=""_blank"">02072849-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;passar rapidamente por</small><br>,"<small><small>lexemas:</small></small>&ensp;ir, passar, correr, decorrer, desaparecer, resvalar, transcorrer<br>","<small><small>valências:&ensp;[ACT,DIR2] ou [ACT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,DIR1,DIR3]</small></small><br>"
transeo,lilaLemma:128591,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02050132-v"" target=""_blank"">02050132-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;ir ao longo ou através</small><br>,"<small><small>lexemas:</small></small>&ensp;atravessar, passar<br>","<small><small>valências:&ensp;[ACT,DIR2] ou [ACT] ou [ACT,DIR1,DIR3] ou [ACT,PAT]</small></small><br>"
traho,lilaLemma:128552,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02077656-v"" target=""_blank"">02077656-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;levar algo ou alguém consigo mesmo, um lugar</small><br>","<small><small>lexemas:</small></small>&ensp;levar, tirar, transportar, trazer<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT,DIR3] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
turbo,lilaLemma:129250,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01889610-v"" target=""_blank"">01889610-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover ou causar a frente e para trás</small><br>,"<small><small>lexemas:</small></small>&ensp;agitar, sacudir, tremer, abalar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT]</small></small><br>"
ueho,lilaLemma:129693,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02077656-v"" target=""_blank"">02077656-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;levar algo ou alguém consigo mesmo, um lugar</small><br>","<small><small>lexemas:</small></small>&ensp;levar, tirar, transportar, trazer<br>","<small><small>valências:&ensp;[ACT,DIR3,PAT] ou [ACT,LOC,PAT] ou [ACT,PAT,DIR3] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT] ou [ACT,DIR1,DIR3,PAT]</small></small><br>"
ueho,lilaLemma:129693,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02079933-v"" target=""_blank"">02079933-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;transmitir ou servir como meio de transmissão</small><br>,"<small><small>lexemas:</small></small>&ensp;conduzir, transmitir, trazer, transportar, veicular<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,ADDR] ou [ACT,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,PAT,DIR3]</small></small><br>"
ueho,lilaLemma:129693,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01846320-v"" target=""_blank"">01846320-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;viajar sobre as águas impulsionado pelo vento ou por outros meios</small><br>,"<small><small>lexemas:</small></small>&ensp;navegar, velejar<br>","<small><small>valências:&ensp;[ACT] ou [ACT,PAT,DIR1,DIR3] ou [ACT,DIR2]</small></small><br>"
ueho,lilaLemma:129693,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01957529-v"" target=""_blank"">01957529-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;Sente-se e viajar na parte traseira do animal, geralmente enquanto controla seus movimentos</small><br>","<small><small>lexemas:</small></small>&ensp;andar, cavalgar, montar<br>","<small><small>valências:&ensp;[ACT,PAT,DIR1,DIR3] ou [ACT]</small></small><br>"
uenio,lilaLemma:129790,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02005948-v"" target=""_blank"">02005948-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;chegar ao destino; chegar por movimento ou por progresso</small><br>,"<small><small>lexemas:</small></small>&ensp;chegar, vir, abastar, aceder, achegar, aconchegar, aproximar, arribar, atingir, avizinhar, bastar, bater, conchegar, equiparar, igualar, manifestar-se, perfazer, sobrar, sovar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
uenio,lilaLemma:129790,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01849221-v"" target=""_blank"">01849221-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;mover em direção, viajar na direção de algo ou alguém ou se aproximar de algo ou alguém</small><br>","<small><small>lexemas:</small></small>&ensp;vir, chegar<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,LOC] ou [ACT,DIR1,DIR3]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01907258-v"" target=""_blank"">01907258-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;alterar a orientação ou direção, também no sentido abstrato</small><br>","<small><small>lexemas:</small></small>&ensp;tornar-se, virar, virar-se, girar<br>","<small><small>valências:&ensp;[ACT,ORIG] ou [ACT,DIR1] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,PAT,DIR1,DIR3] ou [ACT]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01878949-v"" target=""_blank"">01878949-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;virar abruptamente e encarar o outro lado, seja fisicamente ou metaforicamente</small><br>","<small><small>lexemas:</small></small>&ensp;virar, volver<br>","<small><small>valências:&ensp;[ACT,DIR1,PAT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01866192-v"" target=""_blank"">01866192-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover-se virando ou girando</small><br>,"<small><small>lexemas:</small></small>&ensp;girar, rolar, virar, rodar, voltar, voltear<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR3] ou [ACT,PAT,DIR1,DIR3] ou [ACT]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02089984-v"" target=""_blank"">02089984-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;causam para mover ou girar</small><br>,<small><small>lexemas:</small></small>&ensp;girar<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02075049-v"" target=""_blank"">02075049-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;fugir; leve para o salto; cortar e correr</small><br>,"<small><small>lexemas:</small></small>&ensp;escapar, escapulir, fugir, correr<br>","<small><small>valências:&ensp;[ACT,DIR1] ou [ACT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02096167-v"" target=""_blank"">02096167-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover-se em torno de um eixo ou um centro</small><br>,"<small><small>lexemas:</small></small>&ensp;girar, virar, voltar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
uerto,lilaLemma:129966,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=01875295-v"" target=""_blank"">01875295-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,<small><small>definição:</small>&ensp;mover para frente e para tras ou para os lados</small><br>,"<small><small>lexemas:</small></small>&ensp;balançar, sacudir, agitar, oscilar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,PAT,DIR1,DIR3] ou [ACT]</small></small><br>"
uito,lilaLemma:130433,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=02074377-v"" target=""_blank"">02074377-v</a></small></small><br>",<small><small>categoria:&ensp;movimento</small></small><br>,"<small><small>definição:</small>&ensp;escapar, fisicamente ou mentalmente</small><br>","<small><small>lexemas:</small></small>&ensp;escapar, evitar, safar, eludir<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,DIR1]</small></small><br>"
abeo,lilaLemma:86873,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00381601-v"" target=""_blank"">00381601-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;mudar a estrutura exterior ou aparência;</small><br>,"<small><small>lexemas:</small></small>&ensp;mudar, transformar, transmutar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,EFF,PAT] ou [ACT,EFF]</small></small><br>"
abeo,lilaLemma:86873,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00354845-v"" target=""_blank"">00354845-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;desaparecer ou ter um fim</small><br>,"<small><small>lexemas:</small></small>&ensp;falecer, morrer, finar-se<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
abeo,lilaLemma:86873,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00341917-v"" target=""_blank"">00341917-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;vir a passar; chegar, como na altura devida</small><br>","<small><small>lexemas:</small></small>&ensp;acontecer, vir, chegar<br>","<small><small>valências:&ensp;[ACT,TOWH] ou [ACT] ou [ACT,DIR1,DIR3]</small></small><br>"
abeo,lilaLemma:86873,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00427397-v"" target=""_blank"">00427397-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;deixará de existir</small><br>,<small><small>lexemas:</small></small>&ensp;desaparecer<br>,<small><small>valências:&ensp;[ACT]</small></small><br>
abeo,lilaLemma:86873,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00358431-v"" target=""_blank"">00358431-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;passar da vida física, perder todos os atributos corporais e funções necessárias para sustentar a vida</small><br>","<small><small>lexemas:</small></small>&ensp;bater as botas, comer capim pela raiz, expirar, falecer, morrer, perecer, acabar, apagar, assoprar, caducar, cair, dar_a_vida, decair, desaparecer, descansar, desfalecer, despedir, embarcar, enfraquecer, esbater-se, escassear, esmorecer, espichar, esvair-se, exalar, extinguir, faltar, fanar, fenecer, ficar, finar-se, findar, matar, murchar, perder-se, precisar, soprar, sucumbir, terminar, tombar<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR1]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00586973-v"" target=""_blank"">00586973-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;decolar ou longe</small><br>,<small><small>lexemas:</small></small>&ensp;subtrair<br>,"<small><small>valências:&ensp;[ACT,ORIG,PAT]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00173338-v"" target=""_blank"">00173338-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;remover algo concreto, levantando, empurrando, tirando, ou remover algo abstrato</small><br>","<small><small>lexemas:</small></small>&ensp;remover, retirar, tirar, sacar<br>","<small><small>valências:&ensp;[ACT,DIR1] ou [ACT,ORIG,PAT] ou [ACT,DIR1,PAT] ou [ACT,PAT,ORIG] ou [ACT,ORIG] ou [ACT,ADDR,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,DIR1,DIR3,PAT] ou [ACT,PAT,DIR1] ou [ACT,PAT,DIR1,DIR3] ou [PAT]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00363110-v"" target=""_blank"">00363110-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;parar de ir atrás ou agir</small><br>,"<small><small>lexemas:</small></small>&ensp;abandonar, desistir, parar, deixar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00179311-v"" target=""_blank"">00179311-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;retirar ou remover</small><br>,"<small><small>lexemas:</small></small>&ensp;remover, tirar, retirar<br>","<small><small>valências:&ensp;[ACT,ORIG,PAT] ou [ACT,DIR1,PAT] ou [ACT,ORIG] ou [ACT,ADDR,PAT] ou [ACT,PAT,DIR1] ou [ACT,DIR1,DIR3,PAT] ou [ACT,PAT] ou [PAT]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00362348-v"" target=""_blank"">00362348-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;impedir a conclusão</small><br>,"<small><small>lexemas:</small></small>&ensp;interromper, parar, suspender<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
aufero,lilaLemma:90671,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00571061-v"" target=""_blank"">00571061-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;livrar-se de algo abstrato</small><br>,"<small><small>lexemas:</small></small>&ensp;afastar, deixar, remover, tirar<br>","<small><small>valências:&ensp;[ACT,ORIG,PAT] ou [ACT,DIR1,PAT] ou [ACT,PAT,ORIG] ou [ACT,PAT] ou [PAT]</small></small><br>"
absum,lilaLemma:87040,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00220276-v"" target=""_blank"">00220276-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;tornar-se livre</small><br>,<small><small>lexemas:</small></small>&ensp;desligar<br>,"<small><small>valências:&ensp;[ACT,ORIG]</small></small><br>"
absum,lilaLemma:87040,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00421535-v"" target=""_blank"">00421535-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;desaparecer ou deixar</small><br>,<small><small>lexemas:</small></small>&ensp;ausentar<br>,"<small><small>valências:&ensp;[ACT,DIR1] ou [ACT,ORIG]</small></small><br>"
accido,lilaLemma:87112,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00429060-v"" target=""_blank"">00429060-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;reduzir; fazer uma redução em</small><br>,"<small><small>lexemas:</small></small>&ensp;diminuir, reduzir, abaixar, abreviar, achincalhar, amesquinhar, apoucar, baixar, condensar, converter, converter_em, cortar, decair, decrescer, depreciar, desfalcar, encurtar, encurvar, enfraquecer, espezinhar, estreitar, humilhar, humilhar-se, inferiorizar, limitar, mergulhar, minorar, racionar, rebaixar, recortar, restringir, resumir, simplificar, transformar_em, vexar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
accido,lilaLemma:87112,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00339934-v"" target=""_blank"">00339934-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;chegar a acorrer</small><br>,"<small><small>lexemas:</small></small>&ensp;acontecer, ocorrer, passar, suceder, acorrer, acudir, advir, afluir, assomar, concorrer, correr, dar, dar-se, decorrer, desenrolar-se, efetuar-se, emergir, haver, operar, passar-se, processar-se, realizar, realizar-se, remediar, resultar, rolar, ser, sobrevir, verificar, verificar-se, vistoriar<br>","<small><small>valências:&ensp;[ACT,ADDR] ou [ACT,TOWH] ou [ACT,PAT] ou [ACT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
